,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
258,Ag14Eu5NaTe20,None,Seebeck,,[7e-05],[295],7.000000000000001e-05,295.0,JMC_data
259,SeSn,SeSn,Seebeck,,[0.0002622],[295],0.0002622,295.0,JMC_data
260,Bi2Te3,Bi2Te3,Seebeck,,[0.00023999999999999998],[295],0.0002400000000000001,295.0,JMC_data
261,Bi2Te3,Bi2Te3,Seebeck,,[-0.000128],[303.0],-0.000128,303.0,JMC_data
262,BiCuOSe,BiCuOSe,Seebeck,,[0.000361],[295],0.000361,295.0,JMC_data
263,Ca3OSn,Ca3OSn,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
264,Ca3Co4O9,Ca3Co4O9,Seebeck,,"[9.999999999999999e-05, 0.00015]",[300.0],0.000125,300.0,JMC_data
265,Ag18Te11Tl4,Ag18Te11Tl4,Seebeck,,[-0.00025],[295],-0.00025,295.0,JMC_data
266,Ag360Te220Tl81,Ag18Te11Tl4,Seebeck,,[-0.00023999999999999998],[300.0],-0.0002400000000000001,300.0,JMC_data
267,Ag18Te11Tl4,Ag18Te11Tl4,Seebeck,,[-7.5e-05],[760.0],-7.5e-05,760.0,JMC_data
268,Bi6Mg400Si65Sn129,Mg6SiSn2,Seebeck,,[-0.00011499999999999999],[300.0],-0.00011499999999999999,300.0,JMC_data
269,Bi200Se21Te279,Bi2Te3,Seebeck,,[-0.00011499999999999999],[300.0],-0.00011499999999999999,300.0,JMC_data
270,Ce5CuPb3,Ce5CuPb3,Seebeck,,[-1.3e-05],[295],-1.3e-05,295.0,JMC_data
271,La,La,Seebeck,,[-0.0003],[295],-0.00030000000000000003,295.0,JMC_data
272,SSn,SSn,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
273,S2Sn,S2Sn,Seebeck,,[0.000135],[295],0.000135,295.0,JMC_data
274,PbSe,PbSe,Seebeck,,[0.000202],[300.0],0.000202,300.0,JMC_data
275,PbTe,PbTe,Seebeck,,[0.00030399999999999996],[295],0.000304,295.0,JMC_data
276,GeSe,GeSe,Seebeck,,[0.000306],[295],0.000306,295.0,JMC_data
277,Bi2Te3,Bi2Te3,Seebeck,,[0.00031299999999999996],[295],0.00031299999999999996,295.0,JMC_data
278,OZn,OZn,Seebeck,,[-0.00035999999999999997],[358.0],-0.00036,358.0,JMC_data
279,BT,B,Seebeck,,[-0.00015],[295],-0.00015,295.0,JMC_data
280,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
281,PbTe,PbTe,Seebeck,,[0.000628],[295],0.000628,295.0,JMC_data
282,CuS,CuS,Seebeck,,[1.94e-06],[300.0],1.94e-06,300.0,JMC_data
283,S,S,Seebeck,,[0.000335],[295],0.000335,295.0,JMC_data
284,GeTe,GeTe,Seebeck,,[5.9999999999999995e-05],[295],6.000000000000002e-05,295.0,JMC_data
285,Sb2Te3,Sb2Te3,Seebeck,,[8.999999999999999e-05],[295],9e-05,295.0,JMC_data
286,Ba50Cu287Se23Te327,BaCu6SeTe6,Seebeck,,[4.9e-05],[295],4.9e-05,295.0,JMC_data
287,AgBiPbSe3,None,Seebeck,,[-0.00013099999999999999],[296.0],-0.000131,296.0,JMC_data
288,OZn,OZn,Seebeck,,[-7e-05],[295],-7.000000000000001e-05,295.0,JMC_data
289,Ca3La7Mn10O30,CaLa2Mn3O9,Seebeck,,[-2.9999999999999997e-05],[200.0],-3.000000000000001e-05,200.0,JMC_data
290,CoSb3,CoSb3,Seebeck,,[0.00042579],[350.0],0.00042579,350.0,JMC_data
291,InSe,InSe,Seebeck,,[0.002626],[37.0],0.0026260000000000003,37.0,JMC_data
292,InSe,InSe,Seebeck,,[0.003],[295],0.003,295.0,JMC_data
293,GaS,GaS,Seebeck,,[0.00025],[300.0],0.00025,300.0,JMC_data
294,GaS,GaS,Seebeck,,[0.00028761],[295],0.00028761,295.0,JMC_data
295,As12Ru4Sr,As12PrRu4,Seebeck,,[-0.00018169999999999997],[800.0],-0.0001817,800.0,JMC_data
296,CoNaO2,CoNaO2,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
297,Ca5Co8O18Tb,Ca3Co4O9,Seebeck,,[0.000323],[800.0],0.000323,800.0,JMC_data
298,AlB14Mg,Al2B28Mg,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
299,B6Si,B6Si,Seebeck,,[140000000.0],[1273.0],140000000.0,1273.0,JMC_data
300,AgSbTe2,AgSbTe2,Seebeck,,"[3.9999999999999996e-05, 0.00029499999999999996]",[295],0.0001675,295.0,JMC_data
301,DEOPT,None,Seebeck,,"[1.4999999999999999e-05, 1.9999999999999998e-05]",[295],1.75e-05,295.0,JMC_data
302,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00013],[295],0.00013000000000000002,295.0,JMC_data
303,CNT,None,Seebeck,,[0.002],[300.0],0.002,300.0,JMC_data
304,DEOPT,None,Seebeck,,[3.9200000000000004e-05],[295],3.92e-05,295.0,JMC_data
305,MoSe2,MoSe2,Seebeck,,[-0.0009],[295],-0.0009000000000000002,295.0,JMC_data
306,Co19Cu10Na10O40,None,Seebeck,,[0.000147],[573.0],0.000147,573.0,JMC_data
307,Co2NaO4,Co2NaO4,Seebeck,,[7e-05],[573.0],7.000000000000001e-05,573.0,JMC_data
308,Co6FeNiSb24,Co3NiSb12,Seebeck,,[0.000165],[450.0],0.000165,450.0,JMC_data
309,Na2NiO10Ti4,Na2O9Ti4,Seebeck,,[-0.000193],[973.0],-0.000193,973.0,JMC_data
310,Bi2Te3,Bi2Te3,Seebeck,,[0.000215],[295],0.000215,295.0,JMC_data
311,PbTe,PbTe,Seebeck,,[0.000185],[295],0.000185,295.0,JMC_data
312,SeSn,SeSn,Seebeck,,[0.0005099999999999999],[295],0.0005099999999999999,295.0,JMC_data
313,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
314,Ca18Gd,Ca,Seebeck,,[0.00017999999999999998],[1073.0],0.00018,1073.0,JMC_data
315,CuInSe2,CuInSe2,Seebeck,,[1.9999999999999998e-05],[390.0],2e-05,390.0,JMC_data
316,Ca3Co2O6,Ca3Co2O6,Seebeck,,[0.00019999999999999998],[1000.0],0.0002,1000.0,JMC_data
317,PbTe,PbTe,Seebeck,,[0.000265],[450.0],0.000265,450.0,JMC_data
318,Ca50Mn48NbO150Ta,CaMnO3,Seebeck,,[-0.000176],[950.0],-0.000176,950.0,JMC_data
319,Ca50Mn48NbO150Ta,CaMnO3,Seebeck,,[-0.000176],[973.0],-0.000176,973.0,JMC_data
320,Ba4Cu7Ge3P13,None,Seebeck,,[0.000102],[300.0],0.000102,300.0,JMC_data
321,Ba4Cu8P15,Ba4Cu8P15,Seebeck,,[1.3e-05],[300.0],1.3e-05,300.0,JMC_data
322,Ba4Cu7Ge3P13,None,Seebeck,,[0.000234],[812.0],0.000234,812.0,JMC_data
323,Al15Ba40Ga79Ge135,None,Seebeck,,[0.000254],[750.0],0.000254,750.0,JMC_data
324,PbTe,PbTe,Seebeck,,[6.979999999999999e-05],[295],6.979999999999999e-05,295.0,JMC_data
325,PbTe,PbTe,Seebeck,,[9.42e-05],[295],9.42e-05,295.0,JMC_data
326,Bi2Ca2Co2Ox,None,Seebeck,,[0.00016999999999999999],[295],0.00017,295.0,JMC_data
327,CaO6Ru2Sr,CaO6Ru2Sr,Seebeck,,[6.3e-06],[300.0],6.3e-06,300.0,JMC_data
328,IOS,None,Seebeck,,[6.3e-06],[300.0],6.3e-06,300.0,JMC_data
329,AgSbSe2,AgSbSe2,Seebeck,,[0.00075],[295],0.00075,295.0,JMC_data
330,SSn,SSn,Seebeck,,[-0.0006399999999999999],[823.0],-0.00064,823.0,JMC_data
331,BiCuOSe,BiCuOSe,Seebeck,,[0.000217],[295],0.000217,295.0,JMC_data
332,Ag4SSe,None,Seebeck,,[-0.000129],[355.0],-0.000129,355.0,JMC_data
333,Ag2Se,Ag2Se,Seebeck,,[-0.0001147],[295],-0.0001147,295.0,JMC_data
334,BiTe,BiTe,Seebeck,,[-4e-06],[500.0],-4e-06,500.0,JMC_data
335,FeMoO6Sr2,FeMoO6Sr2,Seebeck,,[-4.7e-05],[660.0],-4.7e-05,660.0,JMC_data
336,Cu7S4,Cu7S4,Seebeck,,[0.000192],[573.0],0.000192,573.0,JMC_data
337,Ag18Mg20Sb19,AgMgSb,Seebeck,,[0.000118],[423.0],0.000118,423.0,JMC_data
338,Ag90Mg97Sb95Zn3,AgMgSb,Seebeck,,[0.000148],[423.0],0.000148,423.0,JMC_data
339,Cu2Te,Cu2Te,Seebeck,,[0.00043057999999999996],[295],0.00043058,295.0,JMC_data
340,pristine,None,Seebeck,,[0.00039999999999999996],[295],0.0004,295.0,JMC_data
341,Cu2SbSe4Zn,None,Seebeck,,[0.00056],[475.0],0.0005600000000000001,475.0,JMC_data
342,DyO3V,DyO3V,Seebeck,,[0.00066],[295],0.0006600000000000001,295.0,JMC_data
343,CdCu2GeSe4,CdCu2GeSe4,Seebeck,,[0.000477],[500.0],0.000477,500.0,JMC_data
344,PbSe,PbSe,Seebeck,,[4.9999999999999996e-05],[295],5e-05,295.0,JMC_data
345,PbTe,PbTe,Seebeck,,[6.149999999999999e-05],[295],6.149999999999999e-05,295.0,JMC_data
346,MoS2,MoS2,Seebeck,,[0.0001594],[295],0.0001594,295.0,JMC_data
347,Sb2Te3,Sb2Te3,Seebeck,,"[7.8e-05, 0.000107]",[367.0],9.25e-05,367.0,JMC_data
348,Sb2Te3,Sb2Te3,Seebeck,,"[7.8e-05, 0.000107]",[367.0],9.25e-05,367.0,JMC_data
349,Ba30Cu153S75Te35,None,Seebeck,,[0.000188],[690.0],0.000188,690.0,JMC_data
350,AgSbSe2,AgSbSe2,Seebeck,,[0.00031],[295],0.00031,295.0,JMC_data
351,Ag50PbSb49Se100,AgSbSe2,Seebeck,,[0.000215],[295],0.000215,295.0,JMC_data
352,Ag50BiSb49Se100,AgSbSe2,Seebeck,,[0.000254],[295],0.000254,295.0,JMC_data
353,Co2NaO4,Co2NaO4,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
354,Cu2Se,Cu2Se,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
355,Cu2Se,Cu2Se,Seebeck,,[0.00011999999999999999],[295],0.00012000000000000004,295.0,JMC_data
356,CaMnO3,CaMnO3,Seebeck,,[-0.00027],[295],-0.00027,295.0,JMC_data
357,CaMnO3,CaMnO3,Seebeck,,[-0.00019999999999999998],[295],-0.0002,295.0,JMC_data
358,CaMnO3,CaMnO3,Seebeck,,[-0.000145],[295],-0.000145,295.0,JMC_data
359,CaMnO3,CaMnO3,Seebeck,,[-0.00027],[295],-0.00027,295.0,JMC_data
360,InP3,InP3,Seebeck,,[0.00039999999999999996],[300.0],0.0004,300.0,JMC_data
361,BiCuOSe,BiCuOSe,Seebeck,,[0.000158],[295],0.00015800000000000002,295.0,JMC_data
362,Ag25Cu25Se26,AgCuSe,Seebeck,,[8.72e-05],[450.0],8.719999999999999e-05,450.0,JMC_data
363,Al2Fe3Si3,Al2Fe3Si3,Seebeck,,[0.00010999999999999999],"[300.0, 850.0]",0.00011,575.0,JMC_data
364,Al2Fe3Si3,Al2Fe3Si3,Seebeck,,[0.00010999999999999999],[430.0],0.00011,430.0,JMC_data
365,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000157],[295],0.000157,295.0,JMC_data
366,Ag71Sb129Te229,None,Seebeck,,[0.00025],[600.0],0.00025,600.0,JMC_data
367,Cu359S200Sn,Cu9S5,Seebeck,,[0.000243],[423.0],0.000243,423.0,JMC_data
368,Fe2SnTi,Fe2SnTi,Seebeck,,[3.5e-05],[300.0],3.5e-05,300.0,JMC_data
369,DEOPT,None,Seebeck,,[0.000408],[295],0.000408,295.0,JMC_data
370,Cu7Te4,Cu7Te4,Seebeck,,[9.6e-06],[295],9.6e-06,295.0,JMC_data
371,Gd7Rh3,None,Seebeck,,[-1e-06],[295],-1e-06,295.0,JMC_data
372,CaMnO3,CaMnO3,Seebeck,,[-0.000312],[295],-0.000312,295.0,JMC_data
373,CaMnO3,CaMnO3,Seebeck,,[-0.000312],[295],-0.000312,295.0,JMC_data
374,CaMnO3,CaMnO3,Seebeck,,[-0.000312],[295],-0.000312,295.0,JMC_data
375,PbS,PbS,Seebeck,,[-0.000329],[773.0],-0.00032900000000000003,773.0,JMC_data
376,pristine,None,Seebeck,,[-0.000375],[295],-0.000375,295.0,JMC_data
377,Ce38Ge13Si48,None,Seebeck,,[-4.2999999999999995e-05],[380.0],-4.3e-05,380.0,JMC_data
378,Ce40Ge32Si27,None,Seebeck,,[-1.3e-05],[380.0],-1.3e-05,380.0,JMC_data
379,CeSi4Y,None,Seebeck,,[2e-06],[380.0],2e-06,380.0,JMC_data
380,SnTe,SnTe,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
381,Se2Sn,Se2Sn,Seebeck,,[-0.000235],[295],-0.000235,295.0,JMC_data
382,CuSe2,CuSe2,Seebeck,,[3.73e-05],[423.0],3.73e-05,423.0,JMC_data
383,Si,Si,Seebeck,,[0.000225],[423.0],0.000225,423.0,JMC_data
384,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
385,Al,Al,Seebeck,,[0.00020300000000000003],[633.0],0.000203,633.0,JMC_data
386,C2O,None,Seebeck,,[8.999999999999999e-05],[295],9e-05,295.0,JMC_data
387,ClK,ClK,Seebeck,,"[0.000254, 0.000205]","[50.0, 100.0]",0.0002295,75.0,JMC_data
388,Fe2Ni3,FeNi2,Seebeck,,[-4.4999999999999996e-05],[295],-4.5e-05,295.0,JMC_data
389,CNQT,None,Seebeck,,[0.00042199999999999996],[350.0],0.00042199999999999996,350.0,JMC_data
390,PbTe,PbTe,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
391,MoS,Mo7S8,Seebeck,,[3.9e-06],[303.0],3.9e-06,303.0,JMC_data
392,STa,STa,Seebeck,,[-2.4e-06],[303.0],-2.4e-06,303.0,JMC_data
393,SSn,SSn,Seebeck,,[-1.4e-06],"[508.0, 548.0]",-1.4e-06,528.0,JMC_data
394,MoS,Mo7S8,Seebeck,,[4.9999999999999996e-06],[303.0],5e-06,303.0,JMC_data
395,STa,STa,Seebeck,,[-1.5e-06],[303.0],-1.5e-06,303.0,JMC_data
396,SSn,SSn,Seebeck,,[-5e-07],[303.0],-5e-07,303.0,JMC_data
397,SSn,SSn,Seebeck,,[1e-06],"[508.0, 548.0]",1e-06,528.0,JMC_data
398,LiS,LiS,Seebeck,,[1.8999999999999998e-05],[523.0],1.9e-05,523.0,JMC_data
399,MNTsW,None,Seebeck,,[-0.000173],[323.0],-0.000173,323.0,JMC_data
400,BaCoO3,BaCoO3,Seebeck,,[-5.3e-05],[200.0],-5.3e-05,200.0,JMC_data
401,Al,Al,Seebeck,,[-0.00052],[573.0],-0.0005200000000000001,573.0,JMC_data
402,Mg2Si,Mg2Si,Seebeck,,[0.001098],[350.0],0.001098,350.0,JMC_data
403,Al3Yb,Al3Yb,Seebeck,,[-7.999999999999999e-05],[295],-8e-05,295.0,JMC_data
404,Co2NaO4,Co2NaO4,Seebeck,,[4.056e-05],[1073.0],4.056e-05,1073.0,JMC_data
405,Ba,Ba,Seebeck,,[0.00017199999999999998],[973.0],0.00017199999999999998,973.0,JMC_data
406,In2P2Sr,In2P2Sr,Seebeck,,[0.00042899999999999997],[900.0],0.000429,900.0,JMC_data
407,In2P2Sr,In2P2Sr,Seebeck,,[0.0009339999999999999],[900.0],0.0009339999999999999,900.0,JMC_data
408,In2P2Sr,In2P2Sr,Seebeck,,[0.00042899999999999997],[900.0],0.000429,900.0,JMC_data
409,C2O,None,Seebeck,,[0.00015],[295],0.00015,295.0,JMC_data
410,NiSnTi,NiSnTi,Seebeck,,[-0.000425],[295],-0.000425,295.0,JMC_data
411,BiCuOSe,BiCuOSe,Seebeck,,[0.000251],[873.0],0.000251,873.0,JMC_data
412,BiCuOSe,BiCuOSe,Seebeck,,[0.000355],[300.0],0.000355,300.0,JMC_data
413,Bi2S3,Bi2S3,Seebeck,,"[0.00025, 0.00045]",[295],0.00035000000000000005,295.0,JMC_data
414,NSTsW,None,Seebeck,,[-4.179999999999999e-05],[320.0],-4.18e-05,320.0,JMC_data
415,NSTW,None,Seebeck,,[0.00016999999999999999],[300.0],0.00017,300.0,JMC_data
416,CoCp2,None,Seebeck,,[-4.179999999999999e-05],[320.0],-4.18e-05,320.0,JMC_data
417,NSTW,None,Seebeck,,[4.5299999999999997e-05],[320.0],4.5299999999999997e-05,320.0,JMC_data
418,NSTsW,None,Seebeck,,[-4.179999999999999e-05],[320.0],-4.18e-05,320.0,JMC_data
419,DyNiSn,DyNiSn,Seebeck,,[-5.5e-06],[480.0],-5.5e-06,480.0,JMC_data
420,CS2,CS2,Seebeck,,[0.000513],[300.0],0.000513,300.0,JMC_data
421,CS2,CS2,Seebeck,,[0.000508],[300.0],0.000508,300.0,JMC_data
422,Co40La5Sb117Te3,CoSb3,Seebeck,,[0.0003],[404.0],0.00030000000000000003,404.0,JMC_data
423,Co8LaSb24,CoSb3,Seebeck,,[0.000154],[295],0.000154,295.0,JMC_data
424,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
425,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00017199999999999998],[1073.0],0.00017199999999999998,1073.0,JMC_data
426,CS,None,Seebeck,,[-0.000268],[1073.0],-0.000268,1073.0,JMC_data
427,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
428,Ga17K16Sn75,None,Seebeck,,[0.00039999999999999996],[295],0.0004,295.0,JMC_data
429,Nb2O7Sr2,Nb2O7Sr2,Seebeck,,[2.6929999999999998e-05],[473.0],2.693e-05,473.0,JMC_data
430,Nb197O700Sr200Ti3,Nb2O7Sr2,Seebeck,,[2.5569999999999997e-05],[473.0],2.557e-05,473.0,JMC_data
431,HfS2,HfS2,Seebeck,,[0.00243],[300.0],0.0024300000000000003,300.0,JMC_data
432,Bi170PbSb29,None,Seebeck,,[0.000101],[210.0],0.000101,210.0,JMC_data
433,PbSe,PbSe,Seebeck,,[-0.0005126],[380.0],-0.0005126,380.0,JMC_data
434,AOZ,O,Seebeck,,[-0.000126],[0.5],-0.000126,0.5,JMC_data
435,Ag9Pb50Sb8Sn50Te120,PbSnTe2,Seebeck,,[0.00022999999999999998],[295],0.00023,295.0,JMC_data
436,Ag9Pb50Sb8Sn50Te118,PbSnTe2,Seebeck,,[7e-05],[300.0],7.000000000000001e-05,300.0,JMC_data
437,Pb,Pb,Seebeck,,[0.00011999999999999999],[670.0],0.00012000000000000004,670.0,JMC_data
438,Bi2S3,Bi2S3,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
439,AlCuO2,AlCuO2,Seebeck,,[0.00045999999999999996],[780.0],0.00046,780.0,JMC_data
440,Pb26Te25,PbTe,Seebeck,,[-0.00037],[300.0],-0.00037000000000000016,300.0,JMC_data
441,SnTe,SnTe,Seebeck,,[0.00019999999999999998],[820.0],0.0002,820.0,JMC_data
442,Cd3Sn25Te25,SnTe,Seebeck,,[6.2e-05],[295],6.2e-05,295.0,JMC_data
443,Co20Sb15Se24Zn,None,Seebeck,,[-0.00011262999999999998],[657.0],-0.00011263,657.0,JMC_data
444,SbZn,SbZn,Seebeck,,[0.00033],[300.0],0.00033000000000000005,300.0,JMC_data
445,BST,None,Seebeck,,[0.00017869999999999998],[295],0.00017869999999999998,295.0,JMC_data
446,CoFeSnTi,None,Seebeck,,[6.5e-05],[295],6.500000000000001e-05,295.0,JMC_data
447,AlFe2V,AlFe2V,Seebeck,,[3.5e-05],[300.0],3.5e-05,300.0,JMC_data
448,CoCu49Fe50S99,CuFeS2,Seebeck,,[0.000247],[623.0],0.00024700000000000004,623.0,JMC_data
449,Bi2Te3,Bi2Te3,Seebeck,,[0.00031299999999999996],[295],0.00031299999999999996,295.0,JMC_data
450,CaCd2P2,CaCd2P2,Seebeck,,[0.00032199999999999997],[295],0.000322,295.0,JMC_data
451,BCOS,None,Seebeck,,[0.00017099999999999998],[873.0],0.00017099999999999998,873.0,JMC_data
452,Ba16Ga32Ge59In,None,Seebeck,,[-0.00024009999999999998],[773.0],-0.00024009999999999998,773.0,JMC_data
453,Cr9N10V,CrN,Seebeck,,[-0.000135],[300.0],-0.000135,300.0,JMC_data
454,CNSTsW,None,Seebeck,,[4.6299999999999994e-05],[295],4.63e-05,295.0,JMC_data
455,OZn,OZn,Seebeck,,[1.28e-06],[295],1.28e-06,295.0,JMC_data
456,CuSbSe2,CuSbSe2,Seebeck,,[3.4e-05],[300.0],3.4e-05,300.0,JMC_data
457,AgBiSe2,AgBiSe2,Seebeck,,[-0.00013099999999999999],[295],-0.000131,295.0,JMC_data
458,Ag50Bi50ClSe99,AgBiSe2,Seebeck,,[-8.099999999999999e-05],[295],-8.099999999999999e-05,295.0,JMC_data
459,Ag50Bi50ClSe99,AgBiSe2,Seebeck,,[-0.000163],[810.0],-0.00016299999999999998,810.0,JMC_data
460,Cu177Pb3S100,Cu7S4,Seebeck,,[0.00010809999999999998],[773.0],0.0001081,773.0,JMC_data
461,CuFe2S3,CuFe2S3,Seebeck,,[-7.5e-05],[723.0],-7.5e-05,723.0,JMC_data
462,CuFe2S3,CuFe2S3,Seebeck,,[-6.5e-05],[300.0],-6.500000000000001e-05,300.0,JMC_data
463,CNT,None,Seebeck,,[2.9e-05],[295],2.9e-05,295.0,JMC_data
464,CdCu2Se4Sn,CdCu2Se4Sn,Seebeck,,[0.00023999999999999998],[350.0],0.0002400000000000001,350.0,JMC_data
465,Bi20Se3Te27,Bi2Te3,Seebeck,,[0.000165],[300.0],0.000165,300.0,JMC_data
466,CuLa2O4,CuLa2O4,Seebeck,,[2.4999999999999998e-05],[330.0],2.5e-05,330.0,JMC_data
467,Se,Se,Seebeck,,[0.00039999999999999996],[300.0],0.0004,300.0,JMC_data
468,PbTe,PbTe,Seebeck,,"[0.000227, 0.000312]","[300.0, 673.0]",0.0002695,486.5,JMC_data
469,BiCuOSe,BiCuOSe,Seebeck,,[-1e-06],[700.0],-1e-06,700.0,JMC_data
470,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00011999999999999999],[300.0],0.00012000000000000004,300.0,JMC_data
471,CeNiSn,CeNiSn,Seebeck,,[4.9999999999999996e-05],[4.0],5e-05,4.0,JMC_data
472,Ca3Co2O6,Ca3Co2O6,Seebeck,,[0.00045],[295],0.00045,295.0,JMC_data
473,Cd6Eu11Sb12,None,Seebeck,,"[0.000118, 0.000153]",[295],0.0001355,295.0,JMC_data
474,Sb2Te3,Sb2Te3,Seebeck,,[0.000536],[295],0.000536,295.0,JMC_data
475,Sb2Te3,Sb2Te3,Seebeck,,[8.999999999999999e-05],[295],9e-05,295.0,JMC_data
476,Sb2Te3,Sb2Te3,Seebeck,,[8.999999999999999e-05],[295],9e-05,295.0,JMC_data
477,Sb2Te3,Sb2Te3,Seebeck,,[0.000536],[295],0.000536,295.0,JMC_data
478,NiSnZr,NiSnZr,Seebeck,,[-0.00050547],[300.0],-0.00050547,300.0,JMC_data
479,Bi20Se3Te27,Bi2Te3,Seebeck,,[0.000143],[500.0],0.000143,500.0,JMC_data
480,Bi9SbTe15,Bi2Te3,Seebeck,,"[0.00021999999999999998, 0.00026]",[280.0],0.0002400000000000001,280.0,JMC_data
481,BiO400Zn399,OZn,Seebeck,,[0.000484],[1073.0],0.000484,1073.0,JMC_data
482,La2O75Sr23Ti25,LaO30Sr9Ti10,Seebeck,,[0.000177],[679.0],0.000177,679.0,JMC_data
483,BiSbTe,None,Seebeck,,[0.00025618],[350.0],0.00025618,350.0,JMC_data
484,GeSi,GeSi,Seebeck,,[0.000135],[323.0],0.000135,323.0,JMC_data
485,MoSi,MoSi,Seebeck,,[8.8e-05],[323.0],8.8e-05,323.0,JMC_data
486,MoTe2,MoTe2,Seebeck,,[-0.00078],[295],-0.0007800000000000001,295.0,JMC_data
487,MoSe2,MoSe2,Seebeck,,[-0.0009],[295],-0.0009000000000000002,295.0,JMC_data
488,CoGeTiY,None,Seebeck,,[-1.1e-05],[50.0],-1.1e-05,50.0,JMC_data
489,NiSnZr,NiSnZr,Seebeck,,[-0.000175],[900.0],-0.000175,900.0,JMC_data
490,Ni11Sn10Zr10,NiSnZr,Seebeck,,[-208.0],[295],-208.0,295.0,JMC_data
491,In2O3,In2O3,Seebeck,,[0.000224],[1546.0],0.000224,1546.0,JMC_data
492,In2O3,In2O3,Seebeck,,[0.00016199999999999998],[1546.0],0.00016199999999999998,1546.0,JMC_data
493,MoSi2,MoSi2,Seebeck,,[2.5699999999999998e-05],[1273.0],2.57e-05,1273.0,JMC_data
494,Cu3S4Sb,Cu3S4Sb,Seebeck,,[0.00017109999999999998],[523.0],0.00017109999999999998,523.0,JMC_data
495,MoS2,MoS2,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
496,NiSbSc,NiSbSc,Seebeck,,[6.52e-05],[295],6.52e-05,295.0,JMC_data
497,GaO3Sc,GaO3Sc,Seebeck,,"[6.896999999999999e-07, 2.105e-05]",[295],1.08698e-05,295.0,JMC_data
498,AgGaO3,None,Seebeck,,"[4.8688e-06, 2.471e-05]",[295],1.4789400000000001e-05,295.0,JMC_data
499,GaO3Ti,Ga2O5Ti,Seebeck,,[-8.809e-07],[295],-8.809e-07,295.0,JMC_data
500,Ba4Ga8Ge15,None,Seebeck,,[-0.15],"[300.0, 900.0]",-0.15,600.0,JMC_data
501,Cu2S,Cu2S,Seebeck,,[0.0003],[295],0.00030000000000000003,295.0,JMC_data
502,Cu9S5,Cu9S5,Seebeck,,[9.999999999999999e-06],[973.0],1e-05,973.0,JMC_data
503,CoSbTi,CoSbTi,Seebeck,,[-3.9999999999999996e-05],[300.0],-4e-05,300.0,JMC_data
504,Bi2Te3,Bi2Te3,Seebeck,,[0.00015],[403.0],0.00015,403.0,JMC_data
505,Al3Yb,Al3Yb,Seebeck,,[3.9e-05],[673.0],3.9e-05,673.0,JMC_data
506,Co3Cu17,CoCu12La,Seebeck,,[-3e-06],[35.0],-3e-06,35.0,JMC_data
507,Co40Ga2Sb117Te3,CoSb3,Seebeck,,[0.000237],[800.0],0.000237,800.0,JMC_data
508,SeSn,SeSn,Seebeck,,[-0.00015099999999999998],[300.0],-0.00015099999999999998,300.0,JMC_data
509,Ca4Mn4O11,Ca4Mn4O11,Seebeck,,[-0.00016999999999999999],[500.0],-0.00017,500.0,JMC_data
510,C2O,None,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
511,GeMgMn2,None,Seebeck,,[-3.7999999999999995e-05],[295],-3.8e-05,295.0,JMC_data
512,Co40Sb113Se3Te4,CoSb3,Seebeck,,[0.00023899999999999998],[750.0],0.000239,750.0,JMC_data
513,CrSb2,CrSb2,Seebeck,,[-0.00043099999999999996],[60.0],-0.00043099999999999996,60.0,JMC_data
514,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.000175],[873.0],0.000175,873.0,JMC_data
515,Te,Te,Seebeck,,[-0.000128],[300.0],-0.000128,300.0,JMC_data
516,InSe,InSe,Seebeck,,[0.002626],[37.0],0.0026260000000000003,37.0,JMC_data
517,InSe,InSe,Seebeck,,[0.002626],[37.0],0.0026260000000000003,37.0,JMC_data
518,CO2Ti2,None,Seebeck,,[0.00065],[295],0.0006500000000000001,295.0,JMC_data
