,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
19272,NiSnTi,PF,,highest power factor,[0.001143],[773.0],0.001143,773.0
19273,Ni,PF,,power factor,[0.002],[873.0],0.002,873.0
19274,Co100S100Sb93Te7,PF,,power factor,[0.001407],[295],0.0014069999999999998,295.0
19275,Co100S100Sb93Te7,PF,,maximum power factor,[0.001407],[900.0],0.0014069999999999998,900.0
19276,CoSSb,PF,,maximum power factor,[0.00067],[900.0],0.00067,900.0
19277,Co100S100Sb93Te7,PF,,power factor,[0.001407],[900.0],0.0014069999999999998,900.0
19278,Cu40Ge17In3Se60,PF,,power factor,[0.000687],[735.0],0.000687,735.0
19279,AlCuO2,PF,,highest power factor,[0.000154],[973.0],0.000154,973.0
19280,AlCuO2,PF,,power factor,[9.300000000000001e-05],[973.0],9.300000000000001e-05,973.0
19281,AlCuO2,PF,,power factor,[6.500000000000001e-05],[973.0],6.500000000000001e-05,973.0
19282,AlCuO2,PF,,power factor,[0.000154],[973.0],0.000154,973.0
19285,Co20La19O60Sr,PF,,highest power factor,[0.0004],[295],0.0004,295.0
19286,Sb3Zn4,PF,,power factor,[0.0011],"[300.0, 700.0]",0.0011,500.0
19287,SbZn,PF,,power factor,[0.0009000000000000001],"[300.0, 700.0]",0.0009000000000000002,500.0
19290,Mg20Si3Sn7,PF,,peak power factors,[0.0048000000000000004],[523.0],0.0048,523.0
19291,Mg100SbSn49,PF,,PF,[0.003],[295],0.003,295.0
19292,Mg200Pb5Sb2Sn93,PF,,PF,[0.003],[295],0.003,295.0
19293,OST,PF,,PF,[0.0015],[295],0.0015,295.0
19294,Cu19Se10,PF,,maximum power factor,[0.00125],[843.0],0.00125,843.0
19295,Cu41Se20,PF,,power factor,[0.000578],[843.0],0.0005780000000000001,843.0
19296,Cu2Se,PF,,maximum PF,[0.00126],[860.0],0.00126,860.0
19297,DEOPT,PF,,maximum power factor,[4e-07],[295],4e-07,295.0
19298,DEOPT,PF,,highest power factor,[4e-07],[295],4e-07,295.0
19299,DMOS,PF,,highest power factor,[7.99e-06],[295],7.99e-06,295.0
19300,DEOPT,PF,,highest power factor,[9.6e-07],[295],9.6e-07,295.0
19301,DEOPT,PF,,highest power factor,[7.09e-05],[295],7.09e-05,295.0
19302,DEOPT,PF,,maximum power factor,[4e-07],[295],4e-07,295.0
19303,Sb2Se3,PF,,PF,[0.001],[300.0],0.001,300.0
19304,O2Ti,PF,,highest power factor,[0.006],[675.0],0.006,675.0
19305,Pb99SbSe100,PF,,maximum power factor,[0.0015400000000000001],[873.0],0.00154,873.0
19306,Pb79SbSe80,PF,,maximum power factor,[0.0017300000000000002],[673.0],0.0017300000000000002,673.0
19307,BiCuOSe,PF,,maximum power factor,[0.00022999999999999998],[680.0],0.00022999999999999998,680.0
19308,RS2,PF,,power factor,[0.000174],[775.0],0.000174,775.0
19309,Bi199CsCu200O200Se200,PF,,power factor,[0.00033999999999999997],[680.0],0.00033999999999999997,680.0
19312,MoS2,PF,,power factor,[0.028],[300.0],0.027999999999999997,300.0
19316,BST,PF,,power factor,[0.0046700000000000005],[295],0.0046700000000000005,295.0
19317,Se9Sn10Te,PF,,power factor,[0.00010279999999999999],[550.0],0.0001028,550.0
19318,SeSn,PF,,power factor,[0.00038],[773.0],0.00037999999999999997,773.0
19319,Se9Sn10Te,PF,,power factor,[0.00010279999999999999],[550.0],0.0001028,550.0
19320,SeSn,PF,,power factor,[4.2999999999999995e-08],[310.0],4.3e-08,310.0
19321,Se9Sn10Te,PF,,power factor,[0.00010279999999999999],[550.0],0.0001028,550.0
19322,Se9Sn10Te,PF,,power factor,[0.00010279999999999999],[550.0],0.0001028,550.0
19323,Fe16NdPr3Sb48,PF,,maximum power factor,[0.0031000000000000003],[823.0],0.0031000000000000003,823.0
19324,CoSb3,PF,,PF,[7.762e-05],[773.0],7.762e-05,773.0
19327,OP3T,PF,,power factors,[8.33e-06],[300.0],8.33e-06,300.0
19328,BiCo14O20,PF,,power factor,[2.5e-08],[530.0],2.5e-08,530.0
19329,BiCo14O20,PF,,maximum power factor,[2.5e-08],[530.0],2.5e-08,530.0
19330,BiCo14O20,PF,,highest power factor,[2.5e-08],[530.0],2.5e-08,530.0
19331,BiCo14O20,PF,,maximum power factor,[2.5e-08],[530.0],2.5e-08,530.0
19332,CrCuSe2,PF,,power factor,[0.00132],[295],0.0013200000000000002,295.0
19333,NbO15Sr5Ti4,PF,,power factor,[1500.0],[1000.0],1500.0,1000.0
19335,NbO70Sr30Ti19,PF,,maximum S2σ,[0.0003],[950.0],0.00030000000000000003,950.0
19336,S50Sn49,PF,,S2σ,[0.00011200000000000001],[873.0],0.00011200000000000001,873.0
19337,S200Sn197,PF,,maximum S2σ,[0.000335],[873.0],0.000335,873.0
19338,Ag2S125Se375Sn491,PF,,maximum S2σ,[0.000522],[823.0],0.000522,823.0
19339,Mg2Si,PF,,power factor,[0.00011999999999999999],[560.0],0.00012000000000000003,560.0
19340,Bi2S3,PF,,maximum power factor,[0.0004632],[773.0],0.0004632,773.0
19341,BiSb3Te6,PF,,highest power factor,[0.00084],[300.0],0.00084,300.0
19342,BiSb3Te6,PF,,highest power factor,[0.00084],[300.0],0.00084,300.0
19343,BiSb3Te6,PF,,highest α2σ,[0.00084],[300.0],0.00084,300.0
19344,BiSb3Te6,PF,,highest power factor,[0.00084],[300.0],0.00084,300.0
19345,Ga,PF,,PF,[0.000918],[1050.0],0.000918,1050.0
19346,OZn,PF,,PF,[0.00053],[750.0],0.0005300000000000001,750.0
19347,OZn,PF,,highest PF,[0.0007261],[965.1],0.0007260999999999999,965.1
19349,Bi12Mg75Sb37Te,PF,,α2σ,[0.0013900000000000002],[525.0],0.0013900000000000002,525.0
19354,Bi2Te3,PF,,power factors,[1.3599999999999999e-05],[295],1.36e-05,295.0
19356,Br2Pb,PF,,highest power factor,[0.00048],[793.0],0.0004800000000000001,793.0
19357,Br2Pb,PF,,power factor,[0.00048],[793.0],0.0004800000000000001,793.0
19358,O3SrTi,PF,,power factor,"[0.0028, 0.0036000000000000003]",[295],0.0032,295.0
19359,Cu2GeSe4Sr,PF,,power factors,"[0.0008500000000000001, 0.0017300000000000002]",[600.0],0.00129,600.0
19360,Co10Hf5Sb8Sn2Zr5,PF,,power factor,[0.003],[800.0],0.003,800.0
19361,CrSi2,PF,,power factor,[9.0],[295],9.0,295.0
19362,Bi19Cu20O20SbSe20,PF,,maximum power factor,[0.00035999999999999997],[873.0],0.00036,873.0
19363,Bi48Cu25O25Sb2Se25,PF,,highest power factor,[0.00035999999999999997],[873.0],0.00036,873.0
19364,Bi19Cu20O20SbSe20,PF,,maximum PF,[0.00035999999999999997],[873.0],0.00036,873.0
19365,Bi2Te3,PF,,α2σ,"[0.008, 0.009000000000000001]","[100.0, 200.0]",0.0085,150.0
19366,Bi2Te3,PF,,maximum power factor,[0.000132],[410.0],0.00013199999999999998,410.0
19367,Bi2Te3,PF,,maximum power factor,[0.000132],[410.0],0.00013199999999999998,410.0
19368,Bi2Te3,PF,,maximum power factor,[1.1700000000000001e-05],[410.0],1.17e-05,410.0
19369,S2Ti,PF,,power factor,[0.0037099999999999998],[295],0.00371,295.0
19370,S2Ti,PF,,power factor,[0.00039999999999999996],[300.0],0.0004,300.0
19371,PbTe,PF,,power factor,[1230.0],[300.0],1230.0,300.0
19372,O3SrTi,PF,,power factor,[0.0036],[295],0.0036000000000000008,295.0
19373,Ca3Co4O9,PF,,power factor,[2.8e-05],[295],2.8000000000000003e-05,295.0
19374,Bi20Ca20Co17Ox10,PF,,PF,[0.00031],[923.0],0.00031,923.0
19376,CSi,PF,,maximum PF,[0.004],[723.0],0.004,723.0
19377,FeSe,PF,,α2 / ρ,[0.026000000000000002],[280.0],0.026,280.0
19378,Ag50Sb49Se100Sn,PF,,PF,[0.000834],[610.0],0.000834,610.0
19379,SnTe,PF,,maximal S2σ,[0.002097],[773.0],0.002097,773.0
19380,Ge125Mg1000Sb11Sn364,PF,,power factor,[0.005200000000000001],"[298.0, 723.0]",0.005200000000000001,510.5
19381,Ge125Mg1000Sb11Sn364,PF,,peak power factor,[0.0055000000000000005],[723.0],0.0055000000000000005,723.0
19382,Ge25Mg200Sb2Sn73,PF,,highest PF,[0.0045000000000000005],[295],0.0045000000000000005,295.0
19383,DEOPT,PF,,optimal power factor,[4.5299999999999997e-05],[295],4.53e-05,295.0
19384,DEOPT,PF,,highest power factor,[4.5299999999999997e-05],[295],4.53e-05,295.0
19387,Ag3Ca27Co40O90,PF,,power factor,[0.00015000000000000001],[300.0],0.00015,300.0
19388,Ca15Co16Cu4O45,PF,,power factor,[0.000252],[300.0],0.000252,300.0
19389,Cu59Se500Sn441,PF,,determining S2σ,[0.0005570000000000001],[823.0],0.000557,823.0
19392,Sb2Se3,PF,,power factor,[2e-06],[295],2e-06,295.0
19393,Al3Te20Zn17,PF,,highest power factor,[1.5199999999999998e-06],[575.0],1.52e-06,575.0
19395,AgSbSe2,PF,,power factor,[0.000437],[590.0],0.000437,590.0
19396,AgBiSe2,PF,,power factor,[0.000207],[480.0],0.000207,480.0
19397,Se3Sn20Te17,PF,,σS2,[0.00073],[295],0.0007300000000000001,295.0
19398,AgBiCl6Cs2,PF,,power factor,[0.17698],[300.0],0.17698000000000005,300.0
19399,AgBiCl6Cs2,PF,,maximum power factors,[0.17698],[300.0],0.17698000000000005,300.0
19400,Ag100Bi100Cl3S97Se100,PF,,highest power factor,[0.0005070000000000001],[823.0],0.0005070000000000001,823.0
19402,Co400Sb1212Sr22Yb3,PF,,maximum power factor,[0.0041],[295],0.0041,295.0
19403,CNTs,PF,,power factor,[0.0019],[773.0],0.0019,773.0
19404,CMNTW,PF,,maximum power factor,[0.0019],[673.0],0.0019,673.0
19405,Bi3Ge47Te50,PF,,S2σ,[0.0012000000000000001],[300.0],0.0012,300.0
19406,CeCo2Fe14Sb48Yb3,PF,,maximum power factor,[0.0032],[823.0],0.0032,823.0
19407,Cu38Se20Sn,PF,,PF,[0.0009300000000000002],[773.0],0.00093,773.0
19408,MoS2,PF,,peak power factor,[2.9999999999999997e-05],[610.0],3.0000000000000008e-05,610.0
19409,MoS2,PF,,power factor,[0.0085],[295],0.0085,295.0
19411,COTi2,PF,,power factor,[36000.0],[973.0],36000.0,973.0
19412,COTi2,PF,,highest power factor,[103400.0],[973.0],103400.0,973.0
19413,CO9Ti10,PF,,maximum power factor,[142300.0],[973.0],142300.0,973.0
19414,COTi2,PF,,power factor,[38000.0],[973.0],38000.0,973.0
19415,CO9Ti10,PF,,power factor,[142300.0],[973.0],142300.0,973.0
19416,Mn31RuSi56,PF,,power factor,[0.0031000000000000003],[1000.0],0.0031000000000000003,1000.0
19417,FeSb2,PF,,power factor,[0.23],[10.0],0.23,10.0
19418,Sb,PF,,power factor,[0.0016],[673.0],0.0016,673.0
19419,Na,PF,,maximum power factor,[0.0007859999999999999],[873.0],0.0007859999999999999,873.0
19420,Cu49Nd100NiO200,PF,,power factor,[0.00010200000000000001],[320.0],0.000102,320.0
19421,Cu49Nd100NiO200,PF,,power factor,[0.00010200000000000001],[320.0],0.000102,320.0
19422,Cu49Nd100NiO200,PF,,power factor,[0.00010200000000000001],[320.0],0.000102,320.0
19423,Bi,PF,,power factor,[0.004216],[295],0.004215999999999999,295.0
19424,Co19Na10O40Zn,PF,,power factor,[0.0017],[1073.0],0.0017,1073.0
19425,Co19Na10O40Zn,PF,,power factor,[0.0017],[1073.0],0.0017,1073.0
19426,Co2NaO4,PF,,power factor,[0.0004],[1073.0],0.0004,1073.0
19427,Co19Na10O40Zn,PF,,power factor,[0.0017],[1073.0],0.0017,1073.0
19428,NiSnTi,PF,,power factors,[0.007],[650.0],0.006999999999999999,650.0
19429,Bi2Te3,PF,,power factor,[0.004],[533.0],0.004,533.0
19430,CrCu13Ge3S16,PF,,power factors,[0.0019399999999999999],[700.0],0.0019399999999999999,700.0
19431,B410Si13Y10,PF,,power factor,[0.00013800000000000002],[1000.0],0.000138,1000.0
19432,Bi2Te3,PF,,maximum PF,[0.00254],[300.0],0.0025399999999999997,300.0
19434,Bi199MgTe300,PF,,maximum PF,[0.0037500000000000003],[300.0],0.00375,300.0
19435,Bi2Te3,PF,,maximum PF,[0.00254],[300.0],0.0025399999999999997,300.0
19436,Bi199MgTe300,PF,,PF,[0.0037500000000000003],[300.0],0.00375,300.0
19437,DEOPT,PF,,power factors,[5e-09],[300.0],5e-09,300.0
19438,DEOPT,PF,,power factor,[9.47e-06],[295],9.47e-06,295.0
19439,BaO3Sn,PF,,power factor maximum,[0.0015],[1200.0],0.0015,1200.0
19441,HgTe,PF,,power factor,"[0.0014, 0.0031000000000000003]",[300.0],0.0022500000000000003,300.0
19442,CMNTW,PF,,maximum PF,[0.004],"[523.0, 873.0]",0.004,698.0
19443,Mn50Si87,PF,,power factor,[0.0013000000000000002],[740.0],0.0013000000000000002,740.0
19444,Ca9In3Sn91Te100,PF,,power factor,[0.00415],[823.0],0.00415,823.0
19445,Ca6Cu10In2Sn95Te105,PF,,maximum power factor,[0.004220000000000001],[823.0],0.004220000000000001,823.0
19446,CoSb3,PF,,power factor,[0.00185],[575.0],0.00185,575.0
19447,PdSbY,PF,,maximum power factor,[0.00030000000000000003],[295],0.00030000000000000003,295.0
19450,Bi20Co19IrOy10Sr20,PF,,power factor,[0.0001164],[300.0],0.00011640000000000001,300.0
19451,GeTe,PF,,PF,[0.00315],[773.0],0.0031500000000000005,773.0
19452,Ge97In3Te100,PF,,PF,[0.00395],[773.0],0.00395,773.0
19453,Cu3SbSe4,PF,,power factor,[0.000321],[300.0],0.000321,300.0
19454,Ba5Bi35Cu34Ni6O40Se40,PF,,maximum PF,[5.7e-06],[923.0],5.7000000000000005e-06,923.0
19455,BiCuOSe,PF,,maximum PF,[2.2999999999999996e-06],[923.0],2.3e-06,923.0
19456,Bi3Ca109Co160Dy8O360,PF,,power factor,[0.000218],[1073.0],0.000218,1073.0
19457,Bi3Ca109Co160Dy8O360,PF,,power factor,[0.000218],[1073.0],0.000218,1073.0
19458,Ca14Co20DyO45,PF,,power factor,[1.8900000000000002e-05],[1073.0],1.89e-05,1073.0
19459,Bi3Ca109Co160Dy8O360,PF,,power factors,[0.00018],[1073.0],0.00018,1073.0
19461,Ca29Co38Cu2LaO90,PF,,highest power factor,[0.00038300000000000004],[873.0],0.000383,873.0
19463,Bi3Ca109Co160Dy8O360,PF,,maximal power factor,[0.000218],[1073.0],0.000218,1073.0
19464,Ca14Co20DyO45,PF,,maximal power factor,[1.8900000000000002e-05],[1073.0],1.89e-05,1073.0
19465,Fe35La9Ni5Sb120,PF,,power factor,[0.0028],[723.0],0.0028,723.0
19466,NiOx,PF,,power factor,[1.1099999999999999e-05],[473.0],1.11e-05,473.0
19467,ACS,PF,,power factor,[4.26e-06],[353.0],4.26e-06,353.0
19468,Co1961Ni39Sb6000,PF,,power factor,[0.0013650000000000001],[475.0],0.0013650000000000001,475.0
19469,LaO150Sr49Ti50,PF,,power factor,[3.6],[300.0],3.6,300.0
19470,Fe3O4,PF,,S2σ,[0.025500000000000002],[260.0],0.0255,260.0
19471,Nd,PF,,PF,[4.8e-05],[295],4.8e-05,295.0
19473,AgBi24Cu25O25Se25,PF,,power factor,[0.00031999999999999997],[873.0],0.00032,873.0
19475,Bi20Cu19O20S20,PF,,highest power factor,[2.5000000000000004e-07],[295],2.5e-07,295.0
19476,PbTe,PF,,power factors,[0.0021],[773.0],0.0021000000000000003,773.0
19477,Ca4DyMn5O15,PF,,highest power factor,[370000.0],[1073.0],370000.0,1073.0
19478,Ca4DyMn5O15,PF,,highest power factor,[370000.0],[1073.0],370000.0,1073.0
19479,Bi2Te3,PF,,power factor,[0.0046500000000000005],[303.0],0.0046500000000000005,303.0
19480,Bi2Te3,PF,,power factor,[0.0046500000000000005],[303.0],0.0046500000000000005,303.0
19481,Pb,PF,,power factor,[0.00135],[550.0],0.00135,550.0
19483,Bi50Br9Sb50Se141,PF,,power factor,[0.0006000000000000001],[700.0],0.0006000000000000001,700.0
19485,Ag482Cu4Mg500Sb495,PF,,power factor,[0.0022],[295],0.0022,295.0
19486,Ba7Cu20K3Se20,PF,,maximum power factor,[0.00076],[800.0],0.0007599999999999999,800.0
19487,BiCuOSe,PF,,maximum power factor,[0.000633],[800.0],0.000633,800.0
19488,Cu,PF,,maximum power factor,[0.0014],[450.0],0.0014,450.0
19489,SSn,PF,,Power factor,[0.00025],[923.0],0.00025,923.0
19490,SSn,PF,,Power factor,[0.00048],[873.0],0.0004800000000000001,873.0
19491,SSn,PF,,power factor,[0.00025],[923.0],0.00025,923.0
19492,Na3S100Sn97,PF,,power factor,[0.00048],[923.0],0.0004800000000000001,923.0
19493,Nb17O300Sr97Ti80W3,PF,,power factor,[0.0005],"[1000.0, 1273.0]",0.0005,1136.5
19494,S2Ti,PF,,power factor,[0.00371],[300.0],0.00371,300.0
19495,Sb2Te3,PF,,power factor,[0.00035],[295],0.00035000000000000005,295.0
19496,S,PF,,power factor,[0.0001],[300.0],0.0001,300.0
19497,SbSi,PF,,PF,[0.025],[700.0],0.025,700.0
19498,GeTe,PF,,power factor,[0.004200000000000001],[720.0],0.004200000000000001,720.0
19499,NaO20Pd15Sr4,PF,,highest power factor,[5e-05],[295],5e-05,295.0
19500,NaO20Pd15Sr4,PF,,highest power factor,[5e-05],[295],5e-05,295.0
19502,SeSn,PF,,power factor,[0.004],[300.0],0.004,300.0
19503,GeSi99,PF,,PF,[0.0044],[1073.0],0.0044,1073.0
19504,Al103Fe200V97,PF,,maximum power factor,[0.0043],[600.0],0.0043,600.0
19505,OZn,PF,,power factor,[7.999999999999999e-05],[295],8e-05,295.0
19506,Cu3SbSe4,PF,,PF,[41800.0],[673.0],41800.0,673.0
19507,Cu3SbSe4,PF,,maximum PF,[42000.0],[673.0],42000.0,673.0
19508,Mg3Sb2,PF,,maximum power factor,[0.0002],[773.0],0.0002,773.0
19509,LiMg119Sb80,PF,,maximum power factor,[0.0006000000000000001],[773.0],0.0006000000000000001,773.0
19510,Mg3Sb2,PF,,maximum power factor,[0.0005],[773.0],0.0005,773.0
19511,Ba100Co200Eu50O569Pr50,PF,,highest power factor,[1.54e-05],[125.0],1.5399999999999998e-05,125.0
19512,Ba25Co50O144Pr25,PF,,PF,[5.000000000000001e-07],[125.0],5e-07,125.0
19513,Ba100Co200Eu50O569Pr50,PF,,maximum power factor,[1.54e-05],[125.0],1.5399999999999998e-05,125.0
19514,Co93Ni7S100Sb100,PF,,highest power factor,[0.00193],[850.0],0.00193,850.0
19515,CoSSb,PF,,highest power factor,[0.00067],[850.0],0.00067,850.0
19516,CoSSb,PF,,power factor,[0.00067],[850.0],0.00067,850.0
19517,DyLaO30Srx10Ti10,PF,,highest power factor,[0.000997],[473.0],0.000997,473.0
19518,AgFe99O150,PF,,power factor,[6.4000000000000006e-06],[453.0],6.4e-06,453.0
19519,AgFe99O150,PF,,power factor,[6.4000000000000006e-06],[453.0],6.4e-06,453.0
19520,Fe2O3,PF,,power factor,[1.4000000000000001e-06],[1073.0],1.4e-06,1073.0
19521,Ca3Co4O9,PF,,power factor,[0.000118],[573.0],0.000118,573.0
19522,AgFe99O150,PF,,power factor,[6.4000000000000006e-06],[1073.0],6.4e-06,1073.0
19523,AlO50Zn49,PF,,power factor,[0.00053],[750.0],0.0005300000000000001,750.0
19524,NiSnTi,PF,,maximum power factor,[0.0011200000000000001],[830.0],0.00112,830.0
19525,NiSnTi,PF,,maximum power factor,[0.0011200000000000001],[830.0],0.00112,830.0
19526,Ni20Sn20TaTi19,PF,,maximum power factor,[0.00257],[830.0],0.00257,830.0
19527,NiSnTi,PF,,maximum power factor,[0.0011250000000000001],[830.0],0.001125,830.0
19528,NiSnTi,PF,,power factor,[0.0021000000000000003],[800.0],0.0021000000000000003,800.0
19529,Ge27Si216Sn7,PF,,power factor,[0.0011300000000000001],[295],0.00113,295.0
19530,Ge27Si216Sn7,PF,,power factor,[0.0011300000000000001],[295],0.00113,295.0
19531,Ca3Co4O9,PF,,power factor,[0.00022999999999999998],[295],0.00022999999999999998,295.0
19533,DEOPT,PF,,power factor,[5.8e-05],[300.0],5.7999999999999994e-05,300.0
19534,Fe16La3PrSb48,PF,,maximum power factor,[0.0031000000000000003],[823.0],0.0031000000000000003,823.0
19535,DEOPT,PF,,power factor,[1.49e-05],[470.0],1.49e-05,470.0
19536,DEOPT,PF,,power factor,[5e-09],[470.0],5e-09,470.0
19537,DEOPT,PF,,power factor,[5e-09],[300.0],5e-09,300.0
19538,LaO150Sr49Ti50,PF,,PF,[0.0036000000000000003],[300.0],0.0036000000000000008,300.0
19539,CeO15Sr4Ti5,PF,,PF,[0.0007],[900.0],0.0007,900.0
19540,Bi2Sb8Te17,PF,,PF,[0.00263],[417.0],0.0026300000000000004,417.0
19541,Ni50SbSn49Zr50,PF,,power factor,[0.006999999999999999],[500.0],0.006999999999999999,500.0
19543,Mg2Si,PF,,power factor,[0.003],[600.0],0.003,600.0
19544,AlFe2V,PF,,power factor,[9.96e-05],[309.0],9.96e-05,309.0
19545,Mg3Sb2,PF,,power factor,[0.00136],[620.0],0.0013599999999999999,620.0
19546,Mg3Sb2,PF,,power factor,[0.0013300000000000002],[470.0],0.00133,470.0
19548,Sb597Te3Zn800,PF,,PF,[0.00148],[464.0],0.0014800000000000002,464.0
19549,Al3Yb,PF,,power factor,[0.033999999999999996],[100.0],0.034,100.0
19550,Al3Yb,PF,,power factor,[0.0115],[295],0.0115,295.0
19551,Al29SnYb10,PF,,power factor,[0.0133],[295],0.0133,295.0
19552,Cu2Se,PF,,S2σ,[0.0011],[295],0.0011,295.0
19553,Cu100Ga99MnTe200,PF,,power factor,[0.0015500000000000002],[718.0],0.0015500000000000002,718.0
19554,Hf100Ni200Sb3Sn197Zr100,PF,,power factor,[0.00262],[300.0],0.0026200000000000004,300.0
19555,Co10Hf5Sb8Sn2Zr5,PF,,power factor,[0.0019100000000000002],[300.0],0.00191,300.0
19557,C2O,PF,,power factor,[0.00016999999999999999],[873.0],0.00016999999999999999,873.0
19558,S2Ti,PF,,power factor,[0.21],[295],0.21,295.0
19559,BaCo40In4Sb120,PF,,PF,[0.00297],[623.0],0.0029700000000000004,623.0
19560,LaNb,PF,,maximum power factor,[0.00132],[600.0],0.0013200000000000002,600.0
19562,PbSe100Sn98Zn,PF,,PF,[0.000543],[873.0],0.000543,873.0
19563,Pb,PF,,PF,[0.00042400000000000006],[873.0],0.000424,873.0
19564,CaMgSi,PF,,power factor,[0.00042],[433.0],0.00042,433.0
19565,RS2,PF,,power factor,[0.00518],[600.0],0.005180000000000001,600.0
19566,Na3Se100Sn97,PF,,average power factor,[0.000573],[295],0.0005729999999999999,295.0
19567,KSe1000Sn999,PF,,power factor,[0.00047],[823.0],0.00047,823.0
19568,SeSn,PF,,PF,[0.0005300000000000001],[823.0],0.0005300000000000001,823.0
19569,NaSe50Sn49,PF,,PF,[0.00048],[523.0],0.0004800000000000001,523.0
19570,SeSn,PF,,PF,[0.00029],[523.0],0.00029,523.0
19571,CNSTW,PF,,power factors,[9.499999999999999e-05],[295],9.5e-05,295.0
19572,CNSTW,PF,,power factors,[0.00015999999999999999],[295],0.00016,295.0
19573,CNSTW,PF,,power factors,[0.000176],[295],0.000176,295.0
19574,CNSTW,PF,,power factors,[0.001],[295],0.001,295.0
19575,PbSn50Te50,PF,,power factors,[0.00305],[823.0],0.00305,823.0
19576,SnTe,PF,,power factors,[0.00305],[823.0],0.00305,823.0
19577,SnTe,PF,,power factor,[0.0026000000000000003],[823.0],0.0026000000000000003,823.0
19578,SnTe,PF,,maximum power factor,[0.00305],[823.0],0.00305,823.0
19579,SnTe,PF,,power factor,[0.00265],[823.0],0.00265,823.0
19580,Pb199SbTe200,PF,,power factor,[0.0022500000000000003],[627.0],0.0022500000000000003,627.0
19581,Pb199SbTe200,PF,,power factor,[0.0022500000000000003],[627.0],0.0022500000000000003,627.0
19582,Pb199SbTe200,PF,,maximum power factor,[0.0022500000000000003],[627.0],0.0022500000000000003,627.0
19583,AINP,PF,,power factor,[0.000176],[295],0.000176,295.0
19584,CNSTW,PF,,maximum power factor,[3.78e-05],[295],3.78e-05,295.0
19585,CNSTsW,PF,,PF,[2.358e-06],[295],2.358e-06,295.0
19586,BH4Na,PF,,power factor,[4.41e-05],[294.0],4.41e-05,294.0
19587,S3Se7Sn10,PF,,power factor,[0.0007700000000000001],[820.0],0.0007700000000000001,820.0
19588,AgCrSe2,PF,,power factors,[0.0008800000000000001],[773.0],0.00088,773.0
19589,Cu3SbSe4,PF,,maximum power factor,[0.0019920000000000003],[400.0],0.0019920000000000003,400.0
19590,BiCoZr,PF,,power factor,[0.01],[295],0.01,295.0
19591,Cu179PbS100,PF,,PF,[0.00086],[773.0],0.0008600000000000001,773.0
19592,Cu9S5,PF,,PF,[0.0012],[773.0],0.0012,773.0
19593,MoS2,PF,,power factor,[28000.0],[295],28000.0,295.0
19594,Cd10Cu20InSe40Sn9,PF,,maximum power factor,[0.0004],[723.0],0.0004,723.0
19595,Cu9S5,PF,,power factor,[0.00099],[723.0],0.00099,723.0
19596,Cu9S5,PF,,power factor,[0.000977],[723.0],0.000977,723.0
19597,AgP2,PF,,PF,[0.0034],[1100.0],0.0034,1100.0
19598,IrP2,PF,,PF,[0.00523],[1100.0],0.005229999999999999,1100.0
19599,Cu12S13Sb4,PF,,power factor,[0.00162],[623.0],0.00162,623.0
19600,PbSe,PF,,power factor,[0.0033],[295],0.0033,295.0
19601,Ga,PF,,power factor,[0.0007208999999999999],[965.2],0.0007209,965.2
19602,CeO2,PF,,power factor,[44600.0],[1073.0],44600.0,1073.0
19603,Al,PF,,power factor,[61600.0],[673.0],61600.0,673.0
19604,Ge99Na,PF,,power factor,[0.0025],[723.0],0.0025,723.0
19605,GeTe,PF,,S2σ,[0.0028],[323.0],0.0028,323.0
19606,Ge99Na,PF,,power factor,[0.0025],[723.0],0.0025,723.0
19607,Bi2Te3,PF,,power factor,[0.000821],[673.0],0.0008210000000000001,673.0
19608,Co20Sb60Sm3,PF,,PF,[0.0038],[295],0.0038,295.0
19610,Ca9Mn10O30Pr,PF,,power factor,[0.00034199999999999996],[1132.0],0.000342,1132.0
19611,Ag3Cu22Fe25S50,PF,,PF,[0.00076],[723.0],0.0007599999999999999,723.0
19612,Ag3Cu22Fe25S50,PF,,PF,[0.00076],[723.0],0.0007599999999999999,723.0
19613,BiO400Zn399,PF,,highest power factor,[0.000306],[1073.0],0.000306,1073.0
19614,BiO400Zn399,PF,,power factor,[0.000306],[1073.0],0.000306,1073.0
19615,BiO400Zn399,PF,,power factor,[0.000306],[1073.0],0.000306,1073.0
19616,La2O75Sr23Ti25,PF,,maximum power factor,[2.95e-06],[679.0],2.95e-06,679.0
19617,GeSi,PF,,PF,[0.0022],[873.0],0.0022,873.0
19618,MoSi,PF,,PF,[0.0029],[1073.0],0.0029,1073.0
19619,Cu75Sb24Se100Sn,PF,,PF,[0.0009470000000000001],"[300.0, 700.0]",0.000947,500.0
19621,Al4Bi3Mg196Si97,PF,,PF,"[0.00182, 0.00209]",[873.0],0.001955,873.0
19622,Bi2Te3,PF,,power factor,[0.000163],[295],0.00016299999999999998,295.0
19623,DEOPT,PF,,power factor,[0.000165],[295],0.000165,295.0
19624,DEOPT,PF,,power factor,[0.0001283],[295],0.0001283,295.0
19625,DEOPT,PF,,power factor,[0.0001283],[295],0.0001283,295.0
19626,Mn10Si17,PF,,power factor,[0.000558],[783.0],0.000558,783.0
19627,Ba6Co77Ni3Sb240,PF,,power factor,[0.00117],[295],0.00117,295.0
19628,Ba6Co77Ni3Sb240,PF,,power factor,[0.00117],[295],0.00117,295.0
